"UNIQUE_ID","ID","QID","URL","AUTHENTICATION","AJAX","STATUS","FIRST_TIME_DETECTED","LAST_TIME_DETECTED","LAST_TIME_TESTED","TIMES_DETECTED","IGNORED","SEVERITY","CATEGORY","CVSS_BASE","CVSS_TEMPORAL","TITLE","GROUP","OWASP","WASC","CWE","DESCRIPTION","IMPACT","SOLUTION","FORM_ENTRY_POINT","PARAM","ACCESS_PATH","DATA","SSL_DETAILS","PAYLOADS"
"c1f1c939-5919-43ad-8927-0e2b4702e6bc","135700","150122","https://www.wildberries.ru/promotions/urozhay-skidok?bid=35aa5a1f-7d4c-4248-85fb-97ed63449774","Not Required","false","NEW","30 Sep 2020 12:59PM GMT+0300","30 Sep 2020 12:59PM GMT+0300","30 Sep 2020 12:59PM GMT+0300","1","false","2","Confirmed Vulnerability","6.4","5.8","Cookie Does Not Contain The ""secure"" Attribute","Information Disclosure","Sensitive Data Exposure","Insufficient Logging & Monitoring","CWE-614","The cookie does not contain the ""secure"" attribute.
","Cookies with the ""secure"" attribute are only permitted to be sent via HTTPS. Cookies sent via HTTP expose an unsuspecting user to sniffing attacks that could lead to user impersonation or compromise of the application account.","If the associated risk of a compromised account is high, apply the ""secure"" attribute to cookies and force all sensitive requests to be sent via HTTPS.","","_dc_gtm_UA-2093267-1","none","none","none","[{'NUM': '1', 'PAYLOAD': 'N/A', 'REQUEST': {'METHOD': 'GET', 'URL': 'https://www.wildberries.ru/promotions/urozhay-skidok?bid=35aa5a1f-7d4c-4248-85fb-97ed63449774', 'HEADERS': [['Host', ' www.wildberries.ru\n'], ['User-Agent', ' Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15\n'], ['Accept', ' */*\n']]}, 'RESPONSE': {'CONTENTS': '_dc_gtm_UA-2093267-1=1; expires=Wed Sep 30 10:04:24 2020; path=/; domain=wildberries.ru\nCookies set via JavaScript do not have an associated HTTP response header.\n', 'EVIDENCE': None}}]"
"b96e4928-661d-4e7d-8af6-004d1779a32a","135652","150122","https://www.wildberries.ru/geo/getuserlocationinfo","Not Required","false","NEW","28 Sep 2020 10:00PM GMT+0300","28 Sep 2020 10:00PM GMT+0300","28 Sep 2020 10:00PM GMT+0300","1","false","2","Confirmed Vulnerability","6.4","5.8","Cookie Does Not Contain The ""secure"" Attribute","Information Disclosure","Sensitive Data Exposure","Insufficient Logging & Monitoring","CWE-614","The cookie does not contain the ""secure"" attribute.
","Cookies with the ""secure"" attribute are only permitted to be sent via HTTPS. Cookies sent via HTTP expose an unsuspecting user to sniffing attacks that could lead to user impersonation or compromise of the application account.","If the associated risk of a compromised account is high, apply the ""secure"" attribute to cookies and force all sensitive requests to be sent via HTTPS.","","__sppfix","none","none","none","[{'NUM': '1', 'PAYLOAD': 'N/A', 'REQUEST': {'METHOD': 'GET', 'URL': 'https://www.wildberries.ru/geo/getuserlocationinfo', 'HEADERS': [['Host', ' www.wildberries.ru\n'], ['User-Agent', ' Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15\n'], ['Accept', ' */*\n']]}, 'RESPONSE': {'CONTENTS': ""__sppfix=\n200 OK\nServer: nginx\nDate: Mon, 28 Sep 2020 20:08:47 GMT\nContent-Type: application/json\nTransfer-Encoding: chunked\nConnection: keep-alive\nSet-Cookie: __wbl=cityId%3D77%26regionId%3D77%26city%3D%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%26phone%3D84957755505%26latitude%3D55%2C7247%26longitude%3D37%2C7882; expires=Mon, 28 Sep 2020 21:20:38 GMT; domain=.wildberries.ru; path=/\n__store=116433_115577_117501_507_3158_119400_2737_117986_1699_1733_6158_117673_119261_120602_117413_119070_118106_119798_119781; expires=Mon, 28 Sep 2020 21:20:38 GMT; domain=.wildberries.ru; path=/\n__region=69_33_68_75_63_64_48_40_30_1_4_31_71_22_38_65_66_70; expires=Mon, 28 Sep 2020 21:20:38 GMT; domain=.wildberries.ru; path=/\n__pricemargin=1.0--; expires=Mon, 28 Sep 2020 21:20:38 GMT; domain=.wildberries.ru; path=/; httponly\n__cpns=3_12_15_18; expires=Mon, 28 Sep 2020 21:20:38 GMT; domain=.wildberries.ru; path=/\n__sppfix=; expires=Mon, 28 Sep 2020 21:20:38 GMT; domain=.wildberries.ru; path=/\nncache=0%3B116433_115577_117501_507_3158_119400_2737_117986_1699_1733_6158_117673_119261_120602_117413_119070_118106_119798_119781%3B69_33_68_75_63_64_48_40_30_1_4_31_71_22_38_65_66_70%3B1.0--%3B3_12_15_18%3B%3B0%3BSort%3ASale%26CardSize%3Ac246x328; expires=Mon, 28 Sep 2020 21:10:38 GMT; domain=.wildberries.ru; path=/; httponly\nVary: Accept-Encoding, Origin\nAccess-Control-Allow-Credentials: true\nAccess-Control-Allow-Origin: https://www.wildberries.ru\nAccess-Control-Expose-Headers: Shipping-Count,Shipping-Hash,Enable-Group-Shippings\nContent-Security-Policy: frame-ancestors 'self' *.wildberries.ru\nStrict-Transport-Security: max-age=63072000; includeSubDomains\nx-content-type-options: nosniff\nx-xss-protection: 1; mode=block\nContent-Encoding: gzip\nStatus-NO-Id: ngx-site-r02-01.dp\n"", 'EVIDENCE': '__sppfix=; expires=Mon, 28 Sep 2020 21:20:38 GMT; domain=.wildberries.ru; path=/'}}]"
"6d53a79b-444d-4185-97d3-398b49e3b951","135708","150122","https://www.wildberries.ru/catalog/premium","Not Required","false","ACTIVE","01 Oct 2020 02:47PM GMT+0300","07 Oct 2020 09:53PM GMT+0300","07 Oct 2020 09:53PM GMT+0300","2","false","2","Confirmed Vulnerability","6.4","5.8","Cookie Does Not Contain The ""secure"" Attribute","Information Disclosure","Sensitive Data Exposure","Insufficient Logging & Monitoring","CWE-614","The cookie does not contain the ""secure"" attribute.
","Cookies with the ""secure"" attribute are only permitted to be sent via HTTPS. Cookies sent via HTTP expose an unsuspecting user to sniffing attacks that could lead to user impersonation or compromise of the application account.","If the associated risk of a compromised account is high, apply the ""secure"" attribute to cookies and force all sensitive requests to be sent via HTTPS.","","_dc_gtm_UA-2093267-1","none","none","none","[{'NUM': '1', 'PAYLOAD': 'N/A', 'REQUEST': {'METHOD': 'GET', 'URL': 'https://www.wildberries.ru/catalog/premium', 'HEADERS': [['Host', ' www.wildberries.ru\n'], ['User-Agent', ' Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15\n'], ['Accept', ' */*\n']]}, 'RESPONSE': {'CONTENTS': '_dc_gtm_UA-2093267-1=1; expires=Wed Oct  7 18:58:00 2020; path=/; domain=wildberries.ru\nCookies set via JavaScript do not have an associated HTTP response header.\n', 'EVIDENCE': None}}]"
"14bf087b-6c6a-4b15-a733-9c516aa18997","135688","150122","https://www.wildberries.ru/catalog/12507082/detail.aspx?targetUrl=MI","Not Required","false","NEW","30 Sep 2020 12:59PM GMT+0300","30 Sep 2020 12:59PM GMT+0300","30 Sep 2020 12:59PM GMT+0300","1","false","2","Confirmed Vulnerability","6.4","5.8","Cookie Does Not Contain The ""secure"" Attribute","Information Disclosure","Sensitive Data Exposure","Insufficient Logging & Monitoring","CWE-614","The cookie does not contain the ""secure"" attribute.
","Cookies with the ""secure"" attribute are only permitted to be sent via HTTPS. Cookies sent via HTTP expose an unsuspecting user to sniffing attacks that could lead to user impersonation or compromise of the application account.","If the associated risk of a compromised account is high, apply the ""secure"" attribute to cookies and force all sensitive requests to be sent via HTTPS.","",".AspNetCore.Antiforgery.stpccMUKFUM","none","none","none","[{'NUM': '1', 'PAYLOAD': 'N/A', 'REQUEST': {'METHOD': 'GET', 'URL': 'https://www.wildberries.ru/catalog/12507082/detail.aspx?targetUrl=MI', 'HEADERS': [['Host', ' www.wildberries.ru\n'], ['User-Agent', ' Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15\n'], ['Accept', ' */*\n']]}, 'RESPONSE': {'CONTENTS': "".AspNetCore.Antiforgery.stpccMUKFUM=\n200 OK\nServer: nginx\nDate: Wed, 30 Sep 2020 10:11:29 GMT\nContent-Type: text/html; charset=utf-8\nTransfer-Encoding: chunked\nConnection: keep-alive\nVary: Accept-Encoding\nCache-Control: no-cache, no-store\nSet-Cookie: .AspNetCore.Antiforgery.stpccMUKFUM=CfDJ8KBOhtBGcmZKkVDHJBVqmtCd98TzwxhjKN4fzBVR5v2zOomRvPrD_OiinYcREtJDaTsPppkJ8R9Zq6sDsRIKGSNV4rzm148KVqiCCHBu6WCe5IArIwOR7pAczJRybFW7D3sVhGZ4T0rSuM73vI1Qioc; path=/; samesite=strict; httponly\nContent-Security-Policy: frame-ancestors 'self' *.wildberries.ru\nStrict-Transport-Security: max-age=63072000; includeSubDomains\nx-content-type-options: nosniff\nx-xss-protection: 1; mode=block\nContent-Encoding: gzip\nStatus-NO-Id: ngx-site-r08-01.dp\nCache-Status: MISS\n"", 'EVIDENCE': '.AspNetCore.Antiforgery.stpccMUKFUM=CfDJ8KBOhtBGcmZKkVDHJBVqmtCd98TzwxhjKN4fzBVR5v2zOomRvPrD_OiinYcREtJDaTsPppkJ8R9Zq6sDsRIKGSNV4rzm148KVqiCCHBu6WCe5IArIwOR7pAczJRybFW7D3sVhGZ4T0rSuM73vI1Qioc; path=/; samesite=strict; httponly'}}]"
"319500d3-9f36-4301-a6e0-67cd1ebd3910","135692","150122","https://www.wildberries.ru/services/voprosy-i-otvety","Not Required","false","ACTIVE","30 Sep 2020 12:59PM GMT+0300","05 Oct 2020 11:28AM GMT+0300","05 Oct 2020 11:28AM GMT+0300","3","false","2","Confirmed Vulnerability","6.4","5.8","Cookie Does Not Contain The ""secure"" Attribute","Information Disclosure","Sensitive Data Exposure","Insufficient Logging & Monitoring","CWE-614","The cookie does not contain the ""secure"" attribute.
","Cookies with the ""secure"" attribute are only permitted to be sent via HTTPS. Cookies sent via HTTP expose an unsuspecting user to sniffing attacks that could lead to user impersonation or compromise of the application account.","If the associated risk of a compromised account is high, apply the ""secure"" attribute to cookies and force all sensitive requests to be sent via HTTPS.","","_ga_0N9YCGQR3L","none","none","none","[{'NUM': '1', 'PAYLOAD': 'N/A', 'REQUEST': {'METHOD': 'GET', 'URL': 'https://www.wildberries.ru/services/voprosy-i-otvety', 'HEADERS': [['Host', ' www.wildberries.ru\n'], ['User-Agent', ' Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15\n'], ['Accept', ' */*\n']]}, 'RESPONSE': {'CONTENTS': '_ga_0N9YCGQR3L=GS1.1.1601896381.1.0.1601896381.0; expires=Wed Oct  5 11:13:01 2022; path=/; domain=wildberries.ru; max-age=63062215\nCookies set via JavaScript do not have an associated HTTP response header.\n', 'EVIDENCE': None}}]"
"23eeb061-5ba2-45f1-b5b1-c427095ff9e6","135680","150122","https://www.wildberries.ru/services/besplatnaya-dostavka","Not Required","false","ACTIVE","28 Sep 2020 10:00PM GMT+0300","01 Oct 2020 02:47PM GMT+0300","01 Oct 2020 02:47PM GMT+0300","2","false","2","Confirmed Vulnerability","6.4","5.8","Cookie Does Not Contain The ""secure"" Attribute","Information Disclosure","Sensitive Data Exposure","Insufficient Logging & Monitoring","CWE-614","The cookie does not contain the ""secure"" attribute.
","Cookies with the ""secure"" attribute are only permitted to be sent via HTTPS. Cookies sent via HTTP expose an unsuspecting user to sniffing attacks that could lead to user impersonation or compromise of the application account.","If the associated risk of a compromised account is high, apply the ""secure"" attribute to cookies and force all sensitive requests to be sent via HTTPS.","","_ga_0N9YCGQR3L","none","none","none","[{'NUM': '1', 'PAYLOAD': 'N/A', 'REQUEST': {'METHOD': 'GET', 'URL': 'https://www.wildberries.ru/services/besplatnaya-dostavka', 'HEADERS': [['Host', ' www.wildberries.ru\n'], ['User-Agent', ' Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15\n'], ['Accept', ' */*\n']]}, 'RESPONSE': {'CONTENTS': '_ga_0N9YCGQR3L=GS1.1.1601562353.1.0.1601562353.0; expires=Sat Oct  1 14:25:53 2022; path=/; domain=wildberries.ru; max-age=63062095\nCookies set via JavaScript do not have an associated HTTP response header.\n', 'EVIDENCE': None}}]"
"6513494f-191b-427e-8ad0-0bbc485ee3f6","137040","150122","https://www.wildberries.ru/catalog/premium-odezhda","Not Required","false","NEW","07 Oct 2020 09:53PM GMT+0300","07 Oct 2020 09:53PM GMT+0300","07 Oct 2020 09:53PM GMT+0300","1","false","2","Confirmed Vulnerability","6.4","5.8","Cookie Does Not Contain The ""secure"" Attribute","Information Disclosure","Sensitive Data Exposure","Insufficient Logging & Monitoring","CWE-614","The cookie does not contain the ""secure"" attribute.
","Cookies with the ""secure"" attribute are only permitted to be sent via HTTPS. Cookies sent via HTTP expose an unsuspecting user to sniffing attacks that could lead to user impersonation or compromise of the application account.","If the associated risk of a compromised account is high, apply the ""secure"" attribute to cookies and force all sensitive requests to be sent via HTTPS.","","__spp, __catalogOptions","none","none","none","[{'NUM': '1', 'PAYLOAD': 'N/A', 'REQUEST': {'METHOD': 'GET', 'URL': 'https://www.wildberries.ru/catalog/premium-odezhda', 'HEADERS': [['Host', ' www.wildberries.ru\n'], ['User-Agent', ' Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15\n'], ['Accept', ' */*\n']]}, 'RESPONSE': {'CONTENTS': ""__spp=\n200 OK\nServer: nginx\nDate: Wed, 07 Oct 2020 18:55:15 GMT\nContent-Type: text/html; charset=utf-8\nTransfer-Encoding: chunked\nConnection: keep-alive\nVary: Accept-Encoding\nCache-Control: no-cache,max-age=300\nSet-Cookie: __catalogOptions=Sort%3APopular%26CardSize%3Ac246x328; expires=Thu, 08 Oct 2020 18:55:15 GMT; domain=.wildberries.ru; path=/\n__spp=0; expires=Wed, 07 Oct 2020 20:05:15 GMT; domain=.wildberries.ru; path=/; httponly\nContent-Security-Policy: frame-ancestors 'self' *.wildberries.ru\nStrict-Transport-Security: max-age=63072000; includeSubDomains\nx-content-type-options: nosniff\nx-xss-protection: 1; mode=block\nContent-Encoding: gzip\nStatus-NO-Id: ngx-site-r07-01.dp\nCache-Status: MISS\n\n__catalogOptions=\n200 OK\nServer: nginx\nDate: Wed, 07 Oct 2020 18:55:15 GMT\nContent-Type: text/html; charset=utf-8\nTransfer-Encoding: chunked\nConnection: keep-alive\nVary: Accept-Encoding\nCache-Control: no-cache,max-age=300\nSet-Cookie: __catalogOptions=Sort%3APopular%26CardSize%3Ac246x328; expires=Thu, 08 Oct 2020 18:55:15 GMT; domain=.wildberries.ru; path=/\n__spp=0; expires=Wed, 07 Oct 2020 20:05:15 GMT; domain=.wildberries.ru; path=/; httponly\nContent-Security-Policy: frame-ancestors 'self' *.wildberries.ru\nStrict-Transport-Security: max-age=63072000; includeSubDomains\nx-content-type-options: nosniff\nx-xss-protection: 1; mode=block\nContent-Encoding: gzip\nStatus-NO-Id: ngx-site-r07-01.dp\nCache-Status: MISS\n"", 'EVIDENCE': '__spp=0; expires=Wed, 07 Oct 2020 20:05:15 GMT; domain=.wildberries.ru; path=/; httponly'}}]"
"85cd9fd1-fe9b-476b-8f06-812f273104e4","135726","150004","https://www.wildberries.ru/brands/private/","Not Required","false","REOPENED","01 Oct 2020 02:47PM GMT+0300","07 Oct 2020 09:53PM GMT+0300","07 Oct 2020 09:53PM GMT+0300","2","false","2","Confirmed Vulnerability","2.1","1.9","Path-Based Vulnerability","Path Disclosure","Broken Access Control","Insufficient Logging & Monitoring ,Insufficient Logging & Monitoring ,Insufficient Logging & Monitoring","CWE-22","A potentially sensitive file, directory, or directory listing was discovered on the Web server.","The contents of this file or directory may disclose sensitive information.","Verify that access to this file or directory is permitted. If necessary, remove it or apply access controls to it.","","none","['https://www.wildberries.ru/']","none","none","[{'NUM': '1', 'PAYLOAD': 'https://www.wildberries.ru/brands/private/', 'REQUEST': {'METHOD': 'GET', 'URL': 'https://www.wildberries.ru/brands/private/', 'HEADERS': [['Referer', ' https://www.wildberries.ru/\n'], ['Cookie', ' stories_uid=397171602096828113; route=85d4f6c956e9c5f205980d929518f15659d4e334; mobile_client=1; _wbauid=5294230311602096828; _pk_id.1.034e=e9a63896e17b37c2.1602096829.1.1602116407.1602096829.; _gcl_au=1.1.164455473.1602096828; _ga_0N9YCGQR3L=GS1.1.1602112281.4.0.1602112281.0; __catalogOptions=Sort%3APopular%26CardSize%3Ac246x328; ___wbu=9dd49b7d-fd27-4c2b-ac2f-92f6b605ae93.1602096828; BasketUID=7bc84e67-0503-472e-bc43-af48e972681d; .AspNetCore.Antiforgery.stpccMUKFUM=CfDJ8DqOAwOCBAJFi5zSmv7tmz2LSxG4yjRwvmjJq0wZqKdPORkyj_kT5xJcIP2ET06DseNkOjUxWH-9Ydm2SUckaLFK3uTbWBQWqW0k9rl2PiwMzL2evIOb79q0bI_Cee0N1eyT2u4mwNYEpgvPl211IGU;\n'], ['Host', ' www.wildberries.ru\n'], ['User-Agent', ' Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15\n'], ['Accept', ' */*\n']]}, 'RESPONSE': {'CONTENTS': 'comment: \nOriginal URL is: https://www.wildberries.ru/brands/acoola?sort=popular&bid=8ee67aac-1971-42e2-95a2-5d7330b780c5\n\nHTTP/1.1 200 OK'}}]"
"ff425c1c-a91c-47b0-a45c-d264d94317ab","137036","150004","https://www.wildberries.ru/brands/adm/","Not Required","false","NEW","07 Oct 2020 09:53PM GMT+0300","07 Oct 2020 09:53PM GMT+0300","07 Oct 2020 09:53PM GMT+0300","1","false","2","Confirmed Vulnerability","2.1","1.9","Path-Based Vulnerability","Path Disclosure","Broken Access Control","Insufficient Logging & Monitoring ,Insufficient Logging & Monitoring ,Insufficient Logging & Monitoring","CWE-22","A potentially sensitive file, directory, or directory listing was discovered on the Web server.","The contents of this file or directory may disclose sensitive information.","Verify that access to this file or directory is permitted. If necessary, remove it or apply access controls to it.","","none","['https://www.wildberries.ru/']","none","none","[{'NUM': '1', 'PAYLOAD': 'https://www.wildberries.ru/brands/adm/', 'REQUEST': {'METHOD': 'GET', 'URL': 'https://www.wildberries.ru/brands/adm/', 'HEADERS': [['Referer', ' https://www.wildberries.ru/\n'], ['Cookie', ' stories_uid=397171602096828113; route=85d4f6c956e9c5f205980d929518f15659d4e334; mobile_client=1; _wbauid=5294230311602096828; _pk_id.1.034e=e9a63896e17b37c2.1602096829.1.1602116407.1602096829.; _gcl_au=1.1.164455473.1602096828; _ga_0N9YCGQR3L=GS1.1.1602112281.4.0.1602112281.0; __catalogOptions=Sort%3APopular%26CardSize%3Ac246x328; ___wbu=9dd49b7d-fd27-4c2b-ac2f-92f6b605ae93.1602096828; BasketUID=7bc84e67-0503-472e-bc43-af48e972681d; .AspNetCore.Antiforgery.stpccMUKFUM=CfDJ8DqOAwOCBAJFi5zSmv7tmz2LSxG4yjRwvmjJq0wZqKdPORkyj_kT5xJcIP2ET06DseNkOjUxWH-9Ydm2SUckaLFK3uTbWBQWqW0k9rl2PiwMzL2evIOb79q0bI_Cee0N1eyT2u4mwNYEpgvPl211IGU;\n'], ['Host', ' www.wildberries.ru\n'], ['User-Agent', ' Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15\n'], ['Accept', ' */*\n']]}, 'RESPONSE': {'CONTENTS': 'comment: \nOriginal URL is: https://www.wildberries.ru/brands/acoola?sort=popular&bid=8ee67aac-1971-42e2-95a2-5d7330b780c5\n\nHTTP/1.1 200 OK'}}]"
"b91c819e-22b4-4a47-a3e1-9c790efd1424","137032","150004","https://www.wildberries.ru/catalog/5223049/users/","Not Required","false","NEW","07 Oct 2020 09:53PM GMT+0300","07 Oct 2020 09:53PM GMT+0300","07 Oct 2020 09:53PM GMT+0300","1","false","2","Confirmed Vulnerability","2.1","1.9","Path-Based Vulnerability","Path Disclosure","Broken Access Control","Insufficient Logging & Monitoring ,Insufficient Logging & Monitoring ,Insufficient Logging & Monitoring","CWE-22","A potentially sensitive file, directory, or directory listing was discovered on the Web server.","The contents of this file or directory may disclose sensitive information.","Verify that access to this file or directory is permitted. If necessary, remove it or apply access controls to it.","","none","['https://www.wildberries.ru/']","none","none","[{'NUM': '1', 'PAYLOAD': 'https://www.wildberries.ru/catalog/5223049/users/', 'REQUEST': {'METHOD': 'GET', 'URL': 'https://www.wildberries.ru/catalog/5223049/users/', 'HEADERS': [['Referer', ' https://www.wildberries.ru/\n'], ['Cookie', ' stories_uid=397171602096828113; route=85d4f6c956e9c5f205980d929518f15659d4e334; mobile_client=1; _wbauid=5294230311602096828; _pk_id.1.034e=e9a63896e17b37c2.1602096829.1.1602116407.1602096829.; _gcl_au=1.1.164455473.1602096828; _ga_0N9YCGQR3L=GS1.1.1602112281.4.0.1602112281.0; __catalogOptions=Sort%3APopular%26CardSize%3Ac246x328; ___wbu=9dd49b7d-fd27-4c2b-ac2f-92f6b605ae93.1602096828; BasketUID=7bc84e67-0503-472e-bc43-af48e972681d; .AspNetCore.Antiforgery.stpccMUKFUM=CfDJ8DqOAwOCBAJFi5zSmv7tmz2LSxG4yjRwvmjJq0wZqKdPORkyj_kT5xJcIP2ET06DseNkOjUxWH-9Ydm2SUckaLFK3uTbWBQWqW0k9rl2PiwMzL2evIOb79q0bI_Cee0N1eyT2u4mwNYEpgvPl211IGU;\n'], ['Host', ' www.wildberries.ru\n'], ['User-Agent', ' Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15\n'], ['Accept', ' */*\n']]}, 'RESPONSE': {'CONTENTS': 'comment: \nOriginal URL is: https://www.wildberries.ru/catalog/5223049/detail.aspx?targetUrl=MI\n\nHTTP/1.1 200 OK'}}]"
"3c35ef01-ca3f-476b-a084-ba67ae1b42ad","137038","150004","https://www.wildberries.ru/catalog/elektronika/foto-i-video-tehnika/history/","Not Required","false","NEW","07 Oct 2020 09:53PM GMT+0300","07 Oct 2020 09:53PM GMT+0300","07 Oct 2020 09:53PM GMT+0300","1","false","2","Confirmed Vulnerability","2.1","1.9","Path-Based Vulnerability","Path Disclosure","Broken Access Control","Insufficient Logging & Monitoring ,Insufficient Logging & Monitoring ,Insufficient Logging & Monitoring","CWE-22","A potentially sensitive file, directory, or directory listing was discovered on the Web server.","The contents of this file or directory may disclose sensitive information.","Verify that access to this file or directory is permitted. If necessary, remove it or apply access controls to it.","","none","['https://www.wildberries.ru/']","none","none","[{'NUM': '1', 'PAYLOAD': 'https://www.wildberries.ru/catalog/elektronika/foto-i-video-tehnika/history/', 'REQUEST': {'METHOD': 'GET', 'URL': 'https://www.wildberries.ru/catalog/elektronika/foto-i-video-tehnika/history/', 'HEADERS': [['Referer', ' https://www.wildberries.ru/\n'], ['Cookie', ' stories_uid=397171602096828113; route=85d4f6c956e9c5f205980d929518f15659d4e334; mobile_client=1; _wbauid=5294230311602096828; _pk_id.1.034e=e9a63896e17b37c2.1602096829.1.1602116407.1602096829.; _gcl_au=1.1.164455473.1602096828; _ga_0N9YCGQR3L=GS1.1.1602112281.4.0.1602112281.0; __catalogOptions=Sort%3APopular%26CardSize%3Ac246x328; ___wbu=9dd49b7d-fd27-4c2b-ac2f-92f6b605ae93.1602096828; BasketUID=7bc84e67-0503-472e-bc43-af48e972681d; .AspNetCore.Antiforgery.stpccMUKFUM=CfDJ8DqOAwOCBAJFi5zSmv7tmz2LSxG4yjRwvmjJq0wZqKdPORkyj_kT5xJcIP2ET06DseNkOjUxWH-9Ydm2SUckaLFK3uTbWBQWqW0k9rl2PiwMzL2evIOb79q0bI_Cee0N1eyT2u4mwNYEpgvPl211IGU;\n'], ['Host', ' www.wildberries.ru\n'], ['User-Agent', ' Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15\n'], ['Accept', ' */*\n']]}, 'RESPONSE': {'CONTENTS': 'comment: \nOriginal URL is: https://www.wildberries.ru/catalog/elektronika/foto-i-video-tehnika/aksessuary\n\nHTTP/1.1 200 OK'}}]"
"d9c0518f-50ae-40f2-b3f1-d676521a0dc4","135710","150004","https://www.wildberries.ru/lk","Not Required","false","NEW","01 Oct 2020 02:47PM GMT+0300","01 Oct 2020 02:47PM GMT+0300","01 Oct 2020 02:47PM GMT+0300","1","false","2","Confirmed Vulnerability","2.1","1.9","Path-Based Vulnerability","Path Disclosure","Broken Access Control","Insufficient Logging & Monitoring ,Insufficient Logging & Monitoring ,Insufficient Logging & Monitoring","CWE-22","A potentially sensitive file, directory, or directory listing was discovered on the Web server.","The contents of this file or directory may disclose sensitive information.","Verify that access to this file or directory is permitted. If necessary, remove it or apply access controls to it.","","none","['https://www.wildberries.ru/']","none","none","[{'NUM': '1', 'PAYLOAD': 'https://www.wildberries.ru/presscenter.test2', 'REQUEST': {'METHOD': 'GET', 'URL': 'https://www.wildberries.ru/lk', 'HEADERS': [['Referer', ' https://www.wildberries.ru/\n'], ['Cookie', ' route=17f105ece7d8d6fb76a32341840648601fe3d2bf; mobile_client=1; _wbauid=8993194771601552878; _pk_id.1.034e=464c7366b97bc9ee.1601552880.1.1601572255.1601552880.; _gcl_au=1.1.1865479063.1601552879; _ga_0N9YCGQR3L=GS1.1.1601570101.3.0.1601570101.0; __catalogOptions=Sort%3ANewly%26CardSize%3Ac246x328; ___wbu=2c745aab-dfd1-4364-b440-3d401f765069.1601552880; BasketUID=e413df71-01f6-4fb9-8b8f-2d43cd178b24; .AspNetCore.Antiforgery.stpccMUKFUM=CfDJ8NqIwmfFpgtLofR_bkjeCOiD5VCgoDdwSStmAU5IAqUfTW2UXT8hrVG3pEGi8rK0ZOIIj5qrHboXOxyk5ROOq1QLdCGWTvi1_EjqcdPrG60-TQSecl7uNYdaRUlxMgfMkw97hENrEtaOfW1xlAjWUQY;\n'], ['Host', ' www.wildberries.ru\n'], ['User-Agent', ' Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15\n'], ['Accept', ' */*\n']]}, 'RESPONSE': {'CONTENTS': 'comment: Found this Vulnerability for redirect link: https://www.wildberries.ru/lk. It was redirected from: https://www.wildberries.ru/presscenter.test2.\n\nOriginal URL is: https://www.wildberries.ru/presscenter\n\nHTTP/1.1 200 OK'}}]"
